alpha,delta,class
60.53649263,-6.68312148,STAR
61.99011564,-6.377911249,STAR
304.507693,-11.84382164,STAR
190.1356338,-1.81229148,GALAXY
202.6358379,38.39221484,STAR
324.839463,3.941566919,GALAXY
140.2341703,7.72466463,STAR
170.8717426,10.26793654,STAR
3.763251112,27.68283221,GALAXY
128.5780891,29.97956769,QSO
195.1945399,47.50547344,GALAXY
17.02430249,28.62059341,QSO
194.0560422,47.58483982,GALAXY
169.4821346,-1.974976349,GALAXY
147.0378156,15.66107456,GALAXY
91.76370672,-0.205028878,STAR
230.9160652,29.56373322,GALAXY
232.3476528,28.76307639,GALAXY
177.3663482,15.90184061,GALAXY
126.6526219,22.25654152,GALAXY
340.4623651,32.71750166,QSO
235.506894,8.790947439,GALAXY
37.77870687,-0.424858732,GALAXY
36.72001096,-0.501044887,STAR
145.4937431,52.25051843,STAR
148.5718217,53.36417171,QSO
120.3498192,24.65623191,QSO
140.9806758,37.85400043,STAR
154.9542794,19.08294008,GALAXY
155.0466144,18.96342844,GALAXY
161.0960675,20.01440436,GALAXY
251.7150752,29.86267798,GALAXY
42.44724025,-0.59646549,GALAXY
189.8418382,-1.760905232,GALAXY
204.4413734,1.707641398,GALAXY
113.8725812,18.35581617,QSO
240.857804,26.94292148,GALAXY
247.3967425,22.59858891,GALAXY
184.0685446,21.67979843,GALAXY
198.1567886,21.13936588,GALAXY
348.2236009,30.55893503,GALAXY
154.821996,30.94177237,GALAXY
3.57249004,3.566408523,GALAXY
7.366348575,3.637144094,GALAXY
244.4959996,52.12080152,STAR
194.1244464,5.397842279,GALAXY
201.407981,5.346199129,GALAXY
209.5880092,4.990397275,GALAXY
187.5021436,5.560194321,GALAXY
185.97012,5.541950812,GALAXY
357.0243084,22.67694548,STAR
11.93677051,-6.623671303,GALAXY
6.615349259,-6.683190615,GALAXY
217.4290577,43.11035324,QSO
3.499973772,27.61237606,GALAXY
4.920773216,27.56958618,GALAXY
240.9161951,46.26065362,STAR
22.48587475,-4.057517077,GALAXY
198.0712822,18.3915657,GALAXY
120.7803446,47.72204497,GALAXY
311.0751646,-4.908452435,STAR
354.865184,27.29132958,GALAXY
183.7020305,50.2709735,GALAXY
189.7281598,50.19040798,GALAXY
329.0213183,46.30777173,STAR
21.34511199,-4.084646768,GALAXY
22.14837394,-3.965967543,GALAXY
249.4775515,54.37733509,GALAXY
253.8671598,49.34479725,GALAXY
246.3029774,57.23094433,GALAXY
229.3995068,9.776756959,GALAXY
151.578859,23.37234479,GALAXY
119.8707736,12.25302432,GALAXY
20.37945899,-1.539572799,QSO
155.2726046,19.07735223,GALAXY
325.0021906,3.844664047,GALAXY
330.6597636,4.277354248,GALAXY
335.2368028,4.514497418,GALAXY
200.7478402,38.65906943,STAR
206.7846684,37.70635501,STAR
331.9221773,4.201292389,GALAXY
321.7411474,3.716817,GALAXY
6.099489081,9.473912968,GALAXY
56.28858475,-7.300676095,QSO
244.8169784,24.23875761,GALAXY
136.0311901,34.21229231,STAR
220.2958851,14.75394394,GALAXY
347.7363152,33.45468678,QSO
357.6001643,-6.796082033,GALAXY
345.9930418,-0.112179103,GALAXY
89.9784156,-0.726333112,STAR
330.8738457,15.94305634,STAR
4.441508915,3.666792503,GALAXY
242.5229824,53.52890101,STAR
142.1442041,61.38101833,STAR
243.9563818,52.31058819,STAR
358.2607616,-10.13789354,QSO
248.5116457,26.59681112,GALAXY
154.2880732,30.75905861,QSO
169.7254033,-13.26251798,STAR
170.9831724,-11.27741258,STAR
194.4698617,-1.693009079,GALAXY
162.5115203,-1.483450054,GALAXY
164.1171903,27.12448862,GALAXY
184.7505475,18.90261218,GALAXY
190.2841759,18.67619868,GALAXY
233.4406319,51.09121662,STAR
132.1374397,31.94667873,QSO
209.6766722,5.127749701,GALAXY
87.25164186,-0.364241869,STAR
321.3510512,3.674700133,STAR
161.5847822,57.3596265,STAR
218.3133086,5.71915924,STAR
194.6914907,-2.771506115,GALAXY
174.714651,6.852029919,GALAXY
26.71220087,-1.405511967,QSO
20.3140662,-1.432417018,GALAXY
18.15024148,-1.462937345,GALAXY
155.1578727,18.95546635,QSO
327.1640115,3.981796921,GALAXY
332.1229006,4.361837838,GALAXY
130.7849564,-1.480245899,QSO
229.4226014,49.94163518,QSO
169.8620949,36.27800856,GALAXY
359.0154127,9.442066738,GALAXY
15.16308861,-4.174169066,GALAXY
251.4193146,52.37718819,GALAXY
120.3191233,38.9326126,GALAXY
146.0046641,52.42908674,STAR
167.4753861,58.10854283,STAR
230.4483828,60.08773749,STAR
6.207231062,-0.00608442,QSO
352.7438462,-0.152765954,QSO
138.7649587,15.13607766,GALAXY
115.4941974,19.82821931,STAR
117.6608073,21.50204774,STAR
187.121289,-1.859978382,GALAXY
187.1554402,42.15217515,GALAXY
195.7380226,41.76377877,GALAXY
231.1822794,38.16196661,STAR
7.852015082,-6.858037898,GALAXY
155.4930182,-1.486896176,GALAXY
172.2908437,-1.768028233,GALAXY
207.2733841,5.811135278,STAR
207.9299205,5.817247265,STAR
246.7528531,48.05862812,GALAXY
168.0197176,0.267973921,GALAXY
121.9629213,48.98143648,GALAXY
34.58361135,4.992268676,GALAXY
243.0771304,44.5046582,GALAXY
188.6128608,5.531677469,GALAXY
206.0725021,5.162565069,GALAXY
208.3092177,5.189911637,GALAXY
184.3698967,5.465371919,GALAXY
195.4226815,5.335683367,GALAXY
199.9976443,5.385025758,GALAXY
174.4639558,5.507289795,GALAXY
34.99112402,2.288993927,GALAXY
18.53880898,2.025950743,QSO
233.9426822,8.974518552,GALAXY
241.5500469,7.390439307,GALAXY
118.9633891,19.82408825,GALAXY
29.84010916,19.01190976,GALAXY
356.4739311,27.29087839,GALAXY
356.518762,27.27867024,GALAXY
357.3122617,27.43408329,GALAXY
258.8966141,31.42366258,STAR
329.7504057,-8.607480649,STAR
120.3004174,38.7030774,GALAXY
120.7562705,39.18455869,GALAXY
37.31570854,-0.526608309,GALAXY
325.8728206,4.490536668,QSO
246.565622,12.26858813,QSO
195.728829,5.509874413,GALAXY
177.0576331,5.504332035,GALAXY
184.0389494,5.454131257,GALAXY
198.1599872,5.289608663,GALAXY
210.5190188,5.136513407,GALAXY
173.2965257,5.429112423,GALAXY
173.441447,-1.011115214,STAR
152.9446536,30.25114275,GALAXY
37.84757135,-2.561034229,GALAXY
38.00485714,-2.704193169,GALAXY
190.1112399,42.12886626,GALAXY
255.757298,21.21066802,STAR
190.2457014,18.81139714,GALAXY
203.8720777,17.79544035,GALAXY
118.9633036,45.65318916,GALAXY
6.417708857,27.58765591,GALAXY
43.29980882,-0.51223139,GALAXY
346.8024003,28.05994005,GALAXY
145.8624023,38.69823784,QSO
7.777039115,-6.796839011,GALAXY
186.5033717,21.8505811,GALAXY
359.647364,9.455493882,GALAXY
261.0452359,27.93364415,STAR
171.4430576,-1.744339549,GALAXY
185.140797,-1.710923192,GALAXY
317.2712562,11.0135765,STAR
323.6975349,3.814653352,GALAXY
20.86614131,16.00352483,GALAXY
3.558028629,9.485596706,GALAXY
7.385506793,9.479902824,GALAXY
160.8039555,0.357369824,GALAXY
161.7423171,0.258271292,GALAXY
32.35766918,-5.27923985,QSO
30.12008117,-5.271732319,QSO
15.83284565,22.3897321,GALAXY
22.68336044,21.89442298,GALAXY
114.2440431,18.73912764,STAR
16.52329141,-1.471310696,STAR
119.744872,24.25608734,STAR
179.9364143,18.67635102,GALAXY
203.7101686,46.46173223,GALAXY
321.8450987,3.792995397,GALAXY
170.0463533,-1.747865821,GALAXY
324.6354343,3.853926031,GALAXY
328.4055065,4.024322141,GALAXY
202.4562699,17.99804322,GALAXY
183.7752425,18.88618665,GALAXY
210.4238803,46.98315371,STAR
232.1090579,36.77406375,STAR
131.2636499,31.61561951,STAR
142.4108183,37.08538395,QSO
257.8192042,32.9061035,STAR
259.0578793,31.24310554,GALAXY
137.295623,14.8825156,GALAXY
37.48409544,-2.577485005,GALAXY
37.92177011,-2.649430141,GALAXY
6.653668352,-4.366357451,GALAXY
6.870861295,-4.249723911,GALAXY
239.5426714,33.51062372,QSO
203.5121423,38.20342065,STAR
325.3172872,3.945591646,GALAXY
204.1933662,46.30729148,GALAXY
123.1067323,49.85463095,GALAXY
113.2404651,38.67593502,GALAXY
119.7461088,46.649131,GALAXY
122.1953253,49.07156833,GALAXY
151.6838567,57.20107786,STAR
194.6092576,5.356257146,GALAXY
199.1447099,5.413012814,GALAXY
194.1509038,5.46967916,GALAXY
25.5312594,21.41445381,GALAXY
117.6043319,21.36713944,STAR
302.9246303,-11.01492137,STAR
212.5697913,44.66461206,QSO
33.06609664,-0.463392911,GALAXY
352.7227309,8.977738729,GALAXY
19.84967139,-4.181278129,GALAXY
157.5589366,40.03840203,GALAXY
123.0399853,29.87795242,STAR
246.2531523,38.99915989,GALAXY
215.1289445,55.78787919,GALAXY
120.8998808,1.106426317,STAR
166.1700046,40.53256369,QSO
134.6066822,38.26450188,GALAXY
125.7416964,32.14008143,GALAXY
223.621249,33.60565986,QSO
169.330962,-1.983528565,GALAXY
168.0296815,-1.778104388,GALAXY
165.9512802,-1.561319853,GALAXY
157.7231263,9.399171954,STAR
167.1570274,10.05919819,QSO
226.8333082,26.10996395,QSO
302.7328843,-11.05691153,STAR
144.8482569,16.82431843,GALAXY
35.69709099,-2.585786959,GALAXY
37.5027839,-2.723541912,GALAXY
199.6976393,5.448702127,GALAXY
197.8335834,5.362747738,GALAXY
177.8884076,5.449408578,GALAXY
201.7299169,46.75549054,GALAXY
195.7542565,21.46834362,GALAXY
2.793374812,27.54881073,GALAXY
147.0591575,17.39716426,GALAXY
158.207079,19.48851564,GALAXY
32.39930892,-0.58186584,GALAXY
340.0611939,26.87790844,GALAXY
15.85813367,28.91956004,GALAXY
11.56537145,-6.777539801,GALAXY
185.3064087,20.85453822,STAR
200.8404928,20.30470915,QSO
82.6788644,-0.63962289,STAR
216.0892276,43.68308115,GALAXY
122.5244309,49.53496688,GALAXY
118.9955621,46.00004791,GALAXY
116.4672844,43.0029539,GALAXY
127.6595237,53.66428996,GALAXY
172.9631875,-0.234424423,GALAXY
0.363958702,9.517827912,GALAXY
352.9479476,8.969608798,GALAXY
140.5644816,39.29426697,GALAXY
234.0680331,56.67548564,STAR
116.9276402,20.93651732,STAR
26.46528854,28.17609176,GALAXY
226.9992376,29.67274486,GALAXY
235.4676718,25.96403237,GALAXY
219.0457294,32.40550547,GALAXY
215.0709629,33.49212513,GALAXY
41.33853702,-2.060220339,GALAXY
123.7603443,25.79471274,GALAXY
128.5953978,29.20696962,GALAXY
189.5056318,0.259584236,GALAXY
215.3166304,0.289571236,GALAXY
22.77695605,-3.99060448,GALAXY
90.27047649,-0.658418774,STAR
177.7370165,20.35694485,GALAXY
175.9894223,20.30057987,GALAXY
330.5131396,4.591246531,QSO
188.4362437,5.539391761,GALAXY
189.7223957,5.55222864,GALAXY
201.9016725,5.232620232,GALAXY
198.2795643,5.414185979,GALAXY
200.0493303,5.37731775,GALAXY
181.529774,5.51817316,GALAXY
200.7344265,5.372666808,GALAXY
21.21480316,21.93246681,GALAXY
124.2001224,50.80655549,GALAXY
126.544709,41.96934074,GALAXY
336.0502656,4.463251969,GALAXY
319.1468583,3.531539474,GALAXY
247.4514782,-0.574811471,STAR
333.7076428,4.391109865,GALAXY
242.2913713,14.79966262,QSO
250.6588443,43.95864762,GALAXY
353.1037948,8.533424362,GALAXY
18.64851528,-4.169272089,GALAXY
18.81682437,-4.208068047,QSO
19.19749741,-4.205102637,GALAXY
179.8992525,7.166942894,GALAXY
38.55070231,-0.628773669,GALAXY
39.7510566,-0.499090775,GALAXY
344.6552972,27.75379949,QSO
126.8071072,28.66179755,QSO
206.1876409,46.09595653,STAR
224.0905654,40.76951106,STAR
214.7967661,43.96754022,STAR
354.3406215,27.14222159,GALAXY
123.8557107,41.24921012,GALAXY
113.2572815,39.60910038,GALAXY
132.8527011,1.945549176,QSO
251.5278126,41.25692571,QSO
130.7205657,31.25590657,GALAXY
211.5577522,-0.669086498,GALAXY
228.7333092,-0.727779381,STAR
182.8002536,29.70571667,GALAXY
235.8456162,46.74713184,GALAXY
238.6966637,45.09622908,GALAXY
216.7871754,55.22233619,GALAXY
119.6469433,1.156178625,QSO
168.8528034,40.96349495,QSO
166.8740954,49.92431929,GALAXY
143.0370011,42.73039894,GALAXY
174.4660861,5.501772565,GALAXY
21.36986542,-4.153645136,GALAXY
182.554598,18.76836869,GALAXY
337.7721009,32.24768336,STAR
150.2953938,41.56982388,STAR
125.9307053,28.77329579,QSO
253.0277389,50.57008103,GALAXY
146.8034839,52.81720458,STAR
142.8181927,51.29512956,GALAXY
317.6179822,7.34346108,STAR
329.9879009,8.646346889,GALAXY
323.5564554,3.822762769,GALAXY
323.9476375,0.098606063,GALAXY
132.5774889,19.70006482,GALAXY
132.8349292,19.8013958,GALAXY
9.164768153,-0.0324257,QSO
55.00242872,-7.453824399,STAR
351.7908481,27.079812,GALAXY
29.55341683,-4.390374989,GALAXY
188.9780709,-1.853860892,GALAXY
194.677755,-1.800421027,GALAXY
225.4113772,54.93219753,STAR
211.283328,46.74841713,STAR
161.9760133,0.31716645,GALAXY
155.7109134,0.295355212,GALAXY
5.786606074,-4.351926236,GALAXY
123.1849764,25.39120895,GALAXY
125.7833566,27.12408576,GALAXY
135.7827626,36.76764791,GALAXY
136.5031718,37.24583312,GALAXY
26.60105454,28.15117498,GALAXY
36.77311734,-0.477927077,GALAXY
349.1606441,28.23093918,GALAXY
350.5303905,28.55106719,GALAXY
354.4219187,28.83035916,GALAXY
146.2321702,38.8066231,QSO
221.8327041,41.74181692,STAR
194.416258,47.55948549,GALAXY
155.4074413,9.32313496,STAR
175.174846,10.40804745,STAR
252.287653,32.91059063,GALAXY
254.0052927,30.97760294,GALAXY
119.6585767,46.67308847,GALAXY
119.4073881,46.24799124,GALAXY
120.1563676,47.2105116,STAR
21.27307168,15.83057837,GALAXY
146.0054907,35.44987788,QSO
215.8771299,37.91082363,GALAXY
248.7423706,17.10461206,QSO
163.5315672,19.13865735,GALAXY
326.2362085,4.436257209,QSO
147.8617488,30.45550835,GALAXY
135.6726231,13.1077928,GALAXY
331.7727529,8.811917212,GALAXY
40.50998374,-0.577925399,GALAXY
319.9869914,3.698857238,GALAXY
205.8881135,17.56112617,GALAXY
339.7269163,32.68939317,STAR
168.1337919,-16.1375125,STAR
184.1603954,-1.76003654,GALAXY
353.881187,27.12063418,GALAXY
162.9898695,27.05308607,GALAXY
20.73490182,-4.033120895,GALAXY
194.4745762,18.49487418,GALAXY
115.3960247,19.50539547,GALAXY
323.8692469,0.01641116,GALAXY
133.8275031,20.21995427,GALAXY
349.6476208,-0.171161277,STAR
212.607082,15.14266801,GALAXY
237.4446368,10.29611794,GALAXY
209.726211,47.14252705,QSO
181.6629268,-1.76475543,GALAXY
155.2946136,-1.494093387,GALAXY
321.6495044,11.77603336,STAR
55.53547771,-7.419642864,STAR
214.6864672,43.99320059,QSO
2.631011203,27.53812723,GALAXY
3.99109724,27.57138503,GALAXY
358.9320459,9.339972365,GALAXY
251.7154759,24.57607096,QSO
246.4049262,35.3566181,GALAXY
41.88118147,-0.580393009,GALAXY
37.03940867,-0.578169306,GALAXY
41.26728902,-0.481036779,GALAXY
220.6659309,42.19474214,QSO
126.8436577,53.17633448,GALAXY
348.1086962,33.59811864,STAR
326.1541327,28.93772102,QSO
162.9245326,41.40848286,GALAXY
135.0067094,38.63272878,STAR
40.62309623,-2.088022118,GALAXY
208.3156826,5.202999731,GALAXY
170.7185789,5.370175198,GALAXY
171.6125562,5.363967515,GALAXY
10.02761688,22.66887967,QSO
241.3509835,46.01412002,STAR
132.8009648,32.41319458,STAR
133.1795468,32.6365068,QSO
313.0771089,56.47830473,STAR
134.0681058,20.3927703,GALAXY
147.4508285,22.33892031,GALAXY
157.9401374,24.8637714,GALAXY
125.2549704,28.321807,QSO
207.5807249,57.46008667,GALAXY
206.0444921,48.39905762,GALAXY
318.1952714,7.489494371,GALAXY
318.5788165,7.464058034,GALAXY
324.8826082,8.303951985,GALAXY
350.2366883,19.68556331,GALAXY
249.5137365,54.37275263,GALAXY
255.3601689,47.68633097,GALAXY
240.0358206,11.50716196,GALAXY
216.7404444,45.32004353,QSO
318.6772344,3.592912982,GALAXY
337.8968222,4.55713775,GALAXY
184.3670503,18.82646259,GALAXY
196.6090357,18.41411224,GALAXY
210.9524302,16.84902792,GALAXY
190.4387919,18.66942414,GALAXY
332.6144782,4.299162912,GALAXY
61.50602364,-6.428170853,STAR
354.3112746,27.20604527,GALAXY
10.49935344,-6.699658165,GALAXY
167.7936516,-16.76699534,STAR
162.9329255,-1.602125246,GALAXY
178.3660697,-1.744454968,GALAXY
243.0270409,8.948318054,GALAXY
226.8325152,12.7205439,GALAXY
330.1122008,4.116387874,GALAXY
323.7642874,3.97144688,GALAXY
346.284465,-0.190563952,GALAXY
173.558869,-1.766155162,GALAXY
197.1456015,-1.74890673,GALAXY
155.3769441,-1.533464188,GALAXY
158.0381657,-1.500395809,GALAXY
212.0361284,44.67953715,QSO
329.9352406,3.120997587,GALAXY
170.9883201,67.56919039,STAR
244.1789149,52.21680357,STAR
186.1585173,42.28303041,GALAXY
189.6301275,42.10361876,GALAXY
194.2318599,41.84506634,GALAXY
238.2921357,34.32838923,GALAXY
15.12379514,-4.216632046,GALAXY
170.8200513,-11.48560225,STAR
143.8108611,8.126228593,STAR
194.6945205,21.3715308,GALAXY
323.1874215,3.841226613,GALAXY
20.34991967,-4.141956294,GALAXY
195.2838234,47.61965201,STAR
229.8070382,12.99178466,GALAXY
237.8566939,11.02599007,GALAXY
166.5882709,-1.883990018,GALAXY
169.2490429,-1.963723406,GALAXY
169.4371439,-1.952937817,GALAXY
227.1598635,57.87277194,GALAXY
147.48283,22.40789706,GALAXY
17.09763503,-1.549878908,QSO
25.2477907,-1.307062165,STAR
244.6186277,36.65211346,GALAXY
251.7121634,29.83630882,GALAXY
248.5759575,41.82708942,QSO
250.7127905,39.40249469,QSO
228.2076781,12.33663441,GALAXY
233.0699476,11.37161174,GALAXY
213.9740642,14.83001168,GALAXY
242.1986759,9.142122486,GALAXY
206.267627,37.72824431,QSO
331.483835,4.358046592,GALAXY
210.7430259,16.88125751,GALAXY
210.9946342,16.8845845,GALAXY
200.9740053,18.14041553,GALAXY
120.0808367,42.99082145,GALAXY
147.9788275,17.51005498,GALAXY
117.8520621,18.94239666,GALAXY
251.5248211,41.05480461,QSO
142.0509745,7.825217761,STAR
205.7712062,-1.58021233,GALAXY
348.3570128,33.56418758,STAR
196.687201,20.47346622,STAR
187.4912195,-1.697609912,GALAXY
154.6866407,-1.503825791,GALAXY
20.66044976,-4.166877753,GALAXY
1.166858436,9.52430141,GALAXY
357.378977,9.390757079,GALAXY
352.4106012,9.119415527,GALAXY
7.21871544,-4.27459112,GALAXY
254.4267687,37.75727256,QSO
15.56778608,-6.453414722,GALAXY
16.09878144,-6.326825085,GALAXY
311.7474322,3.487765192,STAR
114.2729737,40.17152729,GALAXY
124.1251022,50.68364509,GALAXY
124.3476428,51.06327394,GALAXY
116.6960162,43.03765599,STAR
117.8712408,44.68620062,GALAXY
317.3382993,4.77193314,QSO
350.0371264,20.21749738,GALAXY
188.604211,42.0663443,GALAXY
208.9372643,66.31625231,STAR
15.64894958,-6.771649448,GALAXY
151.0771485,37.19088565,STAR
256.7528443,27.6623952,GALAXY
115.0117327,22.24712328,GALAXY
163.7928114,49.3714876,GALAXY
178.013838,51.21056442,GALAXY
348.1636499,31.08887264,GALAXY
31.19962309,2.826094951,GALAXY
256.6886123,20.21854092,STAR
168.1221186,19.81903354,GALAXY
329.2029408,4.505443902,QSO
329.8502381,4.707110493,QSO
38.11207477,-0.579637956,GALAXY
39.99411798,-0.530229432,GALAXY
34.17876077,-0.459349461,GALAXY
37.46288641,-0.465930948,QSO
320.9694745,0.072226224,GALAXY
11.00262875,-0.004686397,STAR
359.8016837,-0.189770373,STAR
9.529147826,-0.162748262,QSO
322.4264933,3.701239854,GALAXY
198.7813066,18.26709876,GALAXY
211.2634316,16.82028328,GALAXY
165.4706292,-1.030876353,QSO
338.3367799,32.38579588,STAR
338.9771765,32.5826654,QSO
173.2691335,-1.737988595,GALAXY
194.481599,-1.737874521,GALAXY
177.3695863,-1.741794573,QSO
172.840893,29.19483762,GALAXY
240.3357526,9.6285215,GALAXY
329.9870359,4.130490652,GALAXY
253.9577763,49.19236127,GALAXY
117.7175127,36.15710767,GALAXY
354.3816056,27.20651573,GALAXY
354.4418271,27.18927532,GALAXY
356.5757729,27.40194691,GALAXY
59.63763193,-6.826457498,STAR
303.4937101,-11.39819296,STAR
320.0180314,7.597592321,GALAXY
326.5727492,8.487655003,GALAXY
214.8251263,44.06149646,QSO
209.6411928,39.48905804,GALAXY
246.3527864,23.33848938,GALAXY
167.6826288,-1.901794728,GALAXY
255.5409417,35.95927402,STAR
17.41289755,-1.590674108,QSO
150.7063006,41.58649213,QSO
127.1021551,29.60215717,QSO
122.9122865,10.29583383,GALAXY
140.5859602,15.75427339,GALAXY
160.8911511,34.63615047,GALAXY
184.6997582,21.81890209,GALAXY
188.5737391,21.79668216,GALAXY
4.083388658,-0.139297924,QSO
346.368803,33.15541814,QSO
229.4351573,12.08786707,GALAXY
229.5007376,12.08235938,GALAXY
336.6155663,4.447884542,GALAXY
355.4828523,27.20246028,GALAXY
183.1669522,-1.731880932,GALAXY
6.746762352,-4.247290684,STAR
116.1575927,20.31984675,STAR
242.522438,44.96910148,STAR
204.7491668,17.70320604,GALAXY
25.36676451,11.54285448,QSO
355.6897585,9.252767981,GALAXY
4.306980451,9.52885643,GALAXY
256.0784216,35.62978944,QSO
258.4984431,32.09835794,QSO
15.54704343,-6.506679055,GALAXY
15.57079192,-6.404190753,GALAXY
187.9904026,5.463783497,GALAXY
201.3302187,5.356452594,GALAXY
206.3347035,5.122088178,GALAXY
231.4652804,38.04147879,STAR
117.8679686,44.73953651,GALAXY
4.447000956,27.57423046,STAR
354.5091177,27.20252273,GALAXY
178.3922645,-0.407402479,GALAXY
125.7074485,27.9793071,GALAXY
243.2112646,41.71561109,GALAXY
193.9397814,46.02524216,GALAXY
16.7609136,-4.126357618,GALAXY
22.76077387,-4.067346225,GALAXY
40.85845309,-2.223876873,GALAXY
137.2831137,37.69051845,GALAXY
11.56569737,3.559917591,GALAXY
12.06846227,3.556251014,GALAXY
